Song Name,Artist,Importance Score,Rank in Top US Chart,Number of Cities where Song Broke Top20,Broke USTop20 Charts,Aberdeen-SD,Aberdeen-WA,Abilene,Akron,Albany,Albuquerque,Allentown,Anaheim,Anchorage,Asheville,Atlanta,Aurora,Austin,Bakersfield,Baltimore,Barnstable,Baton-Rouge,Bellingham,Belvidere,Bend,Billings,Birmingham,Bismarck,Boise,Boston,Brentwood-NY,Bridgeport,Brockton,Brooklyn,Brownsville,Buffalo,Cape-Coral,Casper,Cedar-Rapids,Centreville,Charleston,Charlotte,Cheyenne,Chicago,Chico,Cincinnati,Clarksville-TN,Cleveland,Colorado-Springs,Columbia,Columbus,Concord-CA,Coram-NY,Coventry-RI,Crystal-Lake,Dale-City-VA,Dallas,Davenport,Dayton,Denver,Detroit,Dodge-City,Douglas-GA,Duluth,Dumas,El-Paso,Elgin,Erie,Eugene,Evanston,Fairbanks,Fairfield,Fargo,Fayetteville-AR,Fort-Lauderdale,Fort-Worth,Freeport-FL,Fremont-CA,Fresno,Grand-Island,Grand-Junction,Grand-Rapids,Great-Falls,Green-Bay,Greensboro,Greenville,Hammond-IN,Hanover-PA,Hartford,Hilo,Honolulu,Houston,Idaho-Falls,Indianapolis,Jackson,Jacksonville,Joliet,Juneau,Kansas-City,Keene-NH,Kennewick,Killeen,Knoxville,Lansing,Laredo,Las-Vegas,Lewiston,Little-Rock,Los-Angeles,Louisville,Lubbock,Macon,Madison,Manhattan,Mansfield-City,Marquette,McAllen,Memphis,Mesa,Miami,Milford-DE,Milwaukee,Minneapolis,Missoula,Mobile,Modesto,Nashville,New-Haven,New-Orleans,New-Ulm-MN,New-York-City,Norfolk,North-Platte,Norwich,Oakland,Ogden,Oklahoma-City,Omaha,Oneonta,Orlando,Oxnard,Philadelphia,Phoenix,Pine-Bluff,Pittsburgh,Pittsfield,Pocatello,Port-Angeles,Port-Saint-Lucie,Portland,Providence,Provo,Pueblo,Raleigh,Rapid-City,Reading,Reno,Richmond,Riverside,Rochester,Rockford,Rome,Sacramento,Saint-Cloud,Saint-Paul,Salinas,Salt-Lake-City,San-Antonio,San-Diego,San-Francisco,San-Jose,Santa-Barbara,Sarasota,Scranton,Seattle,Shreveport,Sioux-Falls,South-Boston,Spokane,Springfield-IL,Springfield-MA,Springfield-MO,St.-Louis,Stockton,Syracuse,Tacoma,Tallahassee,Tampa,The-Woodlands-TX,Thousand-Oaks,Toms-River,Tracy-CA,Trenton,Tucson,Tulsa,Twin-Falls,Tyler,Virginia-Beach,Warren-OH,Washington-D.C.,Wichita,Wilmington,Woonsocket,Worcester,Yakima,Youngstown,Yuma
One Right Now,Post Malone & The Weeknd,174.15,18.0,80,True,12.0,,2.0,15.0,,6.0,,13.0,,,,,,6.0,,12.0,,,,,6.0,,15.0,10.0,10.0,,13.0,13.0,,,,,3.0,20.0,,,,,,17.0,15.0,,,13.0,,,14.0,,,,,,17.0,,16.0,18.0,,,4.0,,,,,17.0,,,11.0,11.0,20.0,,,6.0,8.0,12.0,5.0,,11.0,,,,,,,5.0,,7.0,,,,,14.0,,,10.0,,15.0,,,19.0,11.0,3.0,19.0,,,,16.0,,,,,,,,3.0,,11.0,,18.0,,,3.0,,10.0,,,,,19.0,,,20.0,10.0,10.0,,,,,3.0,,16.0,6.0,,,,17.0,12.0,,6.0,,3.0,,10.0,,20.0,,,,5.0,,,,19.0,,,14.0,12.0,,,,14.0,,,,10.0,19.0,14.0,7.0,,6.0,16.0,14.0,,,,20.0,,1.0,,5.0,,9.0,20.0,,,,7.0,,,9.0,,13.0,
Only Love Can Hurt Like This,Paloma Faith,211.95,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otra Noche,Los Ángeles Azules & Nicki Nicole,211.15,,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outlawz,Rick Ross Feat. Jazmine Sullivan & 21 Savage,202.8,,22,False,,,,,,,,,,,,,,,5.0,,,,,,,13.0,,,,,,,,,,,,,,14.0,4.0,,20.0,,,14.0,,,6.0,,,,,,11.0,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,9.0,5.0,17.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,16.0,,,,,,14.0,,,,,,,,,13.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,15.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,12.0,,17.0,,,,,
Palayo,Felip,211.35,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papa Don't Preach,Madonna,211.8,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papa Was A Rodeo,The Magnetic Fields,211.65,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Party Like A Rock Star,Shop Boyz,211.7,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peace In The Pines,Kolton Moore & The Clever Few,211.85,,2,False,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepas,Farruko,172.95,20.0,68,True,,,,,,9.0,18.0,5.0,,,,,9.0,3.0,,,,,,,,,,,18.0,15.0,,,,2.0,,2.0,,,,,,,,8.0,,,,,,,8.0,14.0,,17.0,,13.0,,,,,,,,,6.0,,,,,3.0,18.0,,,2.0,9.0,,5.0,9.0,,,,,,,,,,,12.0,,7.0,,,,5.0,,,,17.0,,15.0,,,12.0,19.0,18.0,,8.0,,8.0,,,,6.0,,5.0,,9.0,2.0,,,,,20.0,6.0,,12.0,,,17.0,,,,14.0,,19.0,,,3.0,7.0,,6.0,,,,8.0,,2.0,,,,,,,,4.0,,3.0,,,,6.0,,,,,8.0,7.0,10.0,8.0,9.0,3.0,,,11.0,,,,,,19.0,,3.0,,,10.0,4.0,12.0,14.0,,2.0,,11.0,,14.0,14.0,,,,,,,19.0,,,4.0
Peru,Fireboy DML & Ed Sheeran,191.15,40.0,34,True,,,,,18.0,,14.0,,,,,,,,3.0,7.0,,,,,,,,,5.0,5.0,4.0,5.0,,,,14.0,,,,,,,,,,,,,,,,3.0,10.0,,7.0,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,5.0,2.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,4.0,,,,,18.0,,,,,,,,2.0,,,3.0,,,2.0,16.0,,,,,,,16.0,,,,7.0,,,,,2.0,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,2.0,,,4.0,,,,,,5.0,,20.0,,,,,15.0,,6.0,,13.0,,10.0,,,
Pinball Wizard,The Who,211.8,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Play,David Banner,211.8,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pneuma,TOOL,211.8,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poke It Out,Wale Feat. Cool & Dre & J. Cole,210.45,48.0,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,
Pope Is A Rockstar,SALES,211.55,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pressure,Ari Lennox,189.85,45.0,44,True,,,,9.0,,,,,,,5.0,,,,8.0,,17.0,,,,,7.0,,,,,,,,,,,,,,10.0,7.0,,14.0,,,,15.0,,4.0,,,,,,15.0,,,,,8.0,,,,,,11.0,,,,,,,,,,,,,,,,,,14.0,12.0,7.0,,,,,18.0,,16.0,6.0,,,,,,,,,15.0,,,,15.0,,14.0,,3.0,,,,,,5.0,,,,,,,6.0,,17.0,,5.0,,,5.0,,,,,,,,,,9.0,,15.0,,,,,17.0,,,,,11.0,,20.0,,7.0,,,,16.0,,,,,,,,,,,,,,4.0,,,,12.0,,,9.0,,,,9.0,,,,,,12.0,,,,17.0,4.0,,15.0,,14.0,,,,,
Pretty Heart,Parker McCollum,211.6,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pussy Power,Gunna & Drake,205.3,43.0,28,True,,,,,17.0,,,,,,20.0,7.0,17.0,,17.0,,20.0,,6.0,,,17.0,,,,,,,,,,,,,,,17.0,,,,,,,,,14.0,,,,,,12.0,,20.0,,,,,,,19.0,,,,,19.0,,,,,20.0,,,,,,,,19.0,19.0,,20.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,11.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,18.0,,,,,,,,,,19.0,,,,,16.0
"Queen Of The Highway (Alternative Version Recorded At Elektra Studios, 1969)",The Doors,212.05,,1,False,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rada Rada,Fredo Bang,211.15,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow In The Dark,Dio,211.4,,1,False,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralice,Stouak,211.4,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ready To Go,Republica,211.75,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recognize,PartyNextDoor Feat. Drake,211.5,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record Player,Daisy the Great & AJR,211.65,,1,False,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Red Wine,UB40,212.0,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redbone,Childish Gambino,211.7,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rel,CLSS,211.6,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remember,LXG Rude,211.7,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return Of The Grievous Angel,Gram Parsons,211.9,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right Down The Line,Gerry Rafferty,147.4,10.0,106,True,5.0,,8.0,,8.0,12.0,17.0,4.0,9.0,3.0,17.0,,2.0,,14.0,,5.0,1.0,,14.0,,,,,6.0,2.0,6.0,2.0,,5.0,,,,,,3.0,,,5.0,6.0,,,19.0,14.0,,5.0,3.0,7.0,,16.0,16.0,10.0,,,2.0,,,,17.0,1.0,5.0,,5.0,2.0,,,7.0,12.0,3.0,9.0,,14.0,2.0,15.0,,,,12.0,,17.0,,,,,,,17.0,,19.0,,,9.0,7.0,,,16.0,,,8.0,,17.0,,,2.0,,,,5.0,,,10.0,,,10.0,6.0,,2.0,4.0,4.0,,18.0,5.0,17.0,,,9.0,14.0,,14.0,2.0,,,,,,4.0,7.0,11.0,,18.0,20.0,15.0,,15.0,3.0,7.0,10.0,17.0,4.0,,,,6.0,5.0,8.0,,20.0,14.0,,,2.0,6.0,5.0,3.0,3.0,3.0,3.0,,,3.0,,,,16.0,,,14.0,15.0,,19.0,7.0,,,14.0,5.0,,7.0,5.0,4.0,17.0,,,,,3.0,,,,5.0,7.0,,
Right On Time,Brandi Carlile,173.55,33.0,72,True,,,,,3.0,,9.0,,,8.0,,,13.0,,19.0,8.0,,18.0,,12.0,13.0,,9.0,11.0,8.0,8.0,15.0,4.0,,,,16.0,,,,17.0,,,,4.0,9.0,,14.0,17.0,,9.0,,6.0,,5.0,,,14.0,16.0,11.0,,14.0,,1.0,,,,15.0,10.0,,,,6.0,8.0,,,,,,13.0,,,,,11.0,,,,,,,,,15.0,,,7.0,16.0,11.0,3.0,,,16.0,12.0,,,,,,19.0,,,2.0,,,,,,,,,7.0,2.0,8.0,,,9.0,,,,,,,8.0,,,15.0,,,,,13.0,,9.0,2.0,,12.0,,,10.0,3.0,8.0,,8.0,,15.0,,,,4.0,,,,11.0,,,,,,,,,18.0,,18.0,,,,19.0,,,5.0,7.0,,,,,,,6.0,,,11.0,,6.0,,,,6.0,,,,,8.0,,18.0,
Rise Up,Andra Day,211.6,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockin' In The Free World,Neil Young,212.0,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockstar,Nickelback,211.5,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolling In The Deep,Adele,211.2,,1,False,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runway,Blaq Tuxedo,211.85,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruthless,Dayymein,207.7,,9,False,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,4.0,,,,,,,18.0,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,
SLMT,SB19,211.25,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sad Girlz Luv Money Remix,Amaarae & Moliy Feat. Kali Uchis,211.35,,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sahara,Hensonn,211.9,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sand In My Boots,Morgan Wallen,209.8,,7,False,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,19.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Save Your Tears,The Weeknd,211.25,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Say Cheese,KSNS,211.35,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Say Na,Moneybagg Yo Feat. J. Cole,211.9,,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scorpio,Moneybagg Yo,154.85,11.0,83,True,,,,2.0,,20.0,13.0,,,,4.0,,16.0,,4.0,,3.0,,,,,3.0,,,,,,,,8.0,,,,,,4.0,2.0,,8.0,,5.0,2.0,3.0,,3.0,13.0,,,,15.0,10.0,3.0,,8.0,,2.0,,3.0,,,,9.0,,,,,,,,,3.0,,,,,12.0,7.0,,12.0,5.0,3.0,5.0,,,,,3.0,,3.0,5.0,12.0,17.0,,6.0,,,7.0,,4.0,6.0,6.0,,4.0,,2.0,2.0,5.0,,,,,10.0,3.0,,,2.0,9.0,,,3.0,,4.0,,7.0,,,3.0,,,,,4.0,,,19.0,,8.0,,,17.0,,,,,,,,,7.0,14.0,4.0,,3.0,,18.0,19.0,19.0,,,,,,9.0,,,,,5.0,,,3.0,,6.0,,4.0,3.0,,10.0,,,,7.0,6.0,1.0,,,,14.0,16.0,11.0,,4.0,2.0,,8.0,9.0,6.0,,,,9.0,
