OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON,shape,SF Find Neighborhoods 2,Current Police Districts 2,Current Supervisor Districts 2,Analysis Neighborhoods 2,Analysis Neighborhoods - 2010 census tracts assigned to neighborhoods 2,"CBD, BID and GBD Boundaries as of 2017 2",Central Market/Tenderloin Boundary Polygon - Updated 2,Neighborhoods
10929,302 MONTCALM ST,residential,MONTCALM,SIDEWALK,1,2,,2006,0,37.745851,-122.409214,POINT (-122.4092 37.745846),60,9,2,2,189,,,60
13829,1125 Valencia Street,City College,Valencia Street,SIDEWALK,3,6,,2020,9,,,POINT (-122.42091 37.75479),53,3,2,20,87,,,53
12330,3071 16th St,Pancho Villa Taqueria,16TH,SIDEWALK,2,4,,2015,11,37.764891,-122.421188,POINT (-122.42117 37.764885),53,3,2,20,89,,,53
11308,435 BRANNAN ST,TechSoup Global,BRANNAN,SIDEWALK,2,4,,2015,10,37.779488,-122.394938,POINT (-122.39493 37.779484),32,1,10,34,179,,,32
8696,2425 Irving St,Sunset Super,Irving Street,SIDEWALK,1,2,,2017,7,0,0,POINT (-122.48403 37.762997),39,10,7,35,62,,,39
12198,3489 16TH ST,Ike's Place,16TH,SIDEWALK,2,4,,2011,8,37.764153,-122.430557,POINT (-122.43054 37.76415),37,3,5,5,88,,,37
9187,685 MARKET ST,Yocup Yogurt,MARKET,SIDEWALK,1,2,,2010,11,37.787641,-122.402746,POINT (-122.40273 37.787636),32,6,10,8,25,4,,32
12576,4645 Mission Street,"Walgreens (and/or Goodwill, next door)",Mission Street,SIDEWALK,2,4,,2019,12,37.72407921,-122.43524409,POINT (-122.435234 37.724075),90,9,1,7,157,,,90
9278,101 MONTGOMERY ST,Coffee Bar,MONTGOMERY,SIDEWALK,1,2,,2015,1,37.790525,-122.402583,POINT (-122.40257 37.79052),19,6,3,8,43,,,19
12066,4243 18TH ST,Takara Sushi,18TH,SIDEWALK,1,2,,2006,0,37.760581,-122.436833,POINT (-122.43682 37.760574),38,3,5,5,171,9,,38
14273,120 Grant Ave,,Grant Ave,SIDEWALK,3,6,,2021,7,,,POINT (-122.405075 37.788055),19,6,3,8,43,5,,19
11706,3150 18TH ST,ActivSpace and Treat Street Bicycle Works,TREAT,ROADWAY,5,10,,2013,12,37.762694,-122.414243,POINT (-122.41423 37.762688),53,3,2,20,169,,,53
11193,3801 03RD ST,Bayview Plaza,03RD,SIDEWALK,1,2,,0,0,37.741935,-122.387419,POINT (-122.387405 37.741932),86,2,9,1,26,,,86
11077,180 MONTGOMERY ST,Bank of the West,MONTGOMERY,SIDEWALK,1,2,,2011,4,37.790731,-122.401956,POINT (-122.40194 37.790726),108,6,3,8,43,,,108
14421,2199 22ND AVE,,22ND AVE,SIDEWALK,1,2,,2021,10,,,POINT (-122.47918 37.74682),40,10,7,35,31,,,40
10478,2250 Mission Street,Mission: Comics & Art,MISSION,SIDEWALK,2,4,,2016,7,37.761015,-122.419367,POINT (-122.41936 37.76101),53,3,2,20,177,,,53
12362,1220 NOE ST,James Lick Middle School,NOE,SIDEWALK,1,2,,2003,0,37.749358,-122.432772,POINT (-122.43276 37.74935),84,3,5,22,84,,,84
12162,4002 IRVING ST,Swell Bicycles,IRVING,SIDEWALK,2,4,,2015,1,37.762754,-122.500924,POINT (-122.50091 37.76275),39,10,7,35,104,,,39
8593,2299 Market Street,Ritual Coffee,Market Street,SIDEWALK,1,2,,2018,2,0,0,POINT (-122.43283 37.764088),38,3,5,5,88,,,38
12680,298 Alabama Street,Dandelion Chocolate,Alabama Street,SIDEWALK,1,2,,2019,12,37.76561725,-122.41243893,POINT (-122.41242 37.765614),53,3,2,20,180,,,53
12183,Belden Street,Belden Place,BUSH,SIDEWALK,2,4,,2017,1,37.790909,-122.403743,POINT (-122.40373 37.790905),108,6,3,8,43,,,108
11212,4800 03RD ST,Radio Africa,03RD,SIDEWALK,1,2,,2015,6,37.734769,-122.39097,POINT (-122.39095 37.734764),87,2,9,1,26,,,87
11607,2589 Mission Street,Refinery Grooming Club,MISSION,SIDEWALK,1,2,,2017,4,37.755643,-122.418681,POINT (-122.41867 37.75564),53,3,2,20,177,,,53
10763,525 MARKET ST,Chipotle,MARKET,SIDEWALK,1,2,,2015,8,37.790484,-122.399621,POINT (-122.399605 37.790478),108,6,10,8,25,,,108
9204,2195 FILLMORE ST,Browser Books,FILLMORE,SIDEWALK,1,2,,2002,0,37.789593,-122.434273,POINT (-122.43426 37.78959),102,4,6,30,79,,,102
10272,2543 24TH ST,J&E,24TH,SIDEWALK,1,2,,2002,0,37.752846,-122.405027,POINT (-122.405014 37.752842),54,3,9,20,164,,,54
12003,6114 GEARY BLVD,Avetex Furniture,GEARY,SIDEWALK,1,2,,2006,0,37.780378,-122.485104,POINT (-122.48509 37.780373),8,8,4,29,142,,,8
9872,888 BRANNAN ST,Gift Center and Jewelry Market,BRANNAN,SIDEWALK,1,2,,2003,0,37.77201,-122.40518,POINT (-122.40517 37.772003),33,1,10,34,179,,,33
14095,159 Peralta avenue,,Peralta avenue,SIDEWALK,1,2,,2021,1,,,POINT (-122.40818 37.747036),60,9,2,2,189,,,60
10383,2345 HARRISON ST,HIT Fit SF,HARRISON,SIDEWALK,2,4,,2015,1,37.759818,-122.412331,POINT (-122.412315 37.75981),53,3,2,20,169,,,53
8793,1776 18th Street,OpenScope Studio,18th Street,SIDEWALK,1,2,,2018,7,0,0,POINT (-122.40004 37.762554),54,2,9,26,34,,,54
11513,720 Clement,Fela's,CLEMENT,SIDEWALK,1,2,,2016,10,37.782908,-122.466804,POINT (-122.46679 37.7829),5,8,4,11,97,,,5
9944,538 JONES ST,UNKNOWN,JONES,SIDEWALK,1,2,,2004,0,37.786306,-122.413058,POINT (-122.41305 37.7863),20,5,10,36,19,,1,20
10899,5201 03RD ST,Aguiladeoro,03RD,SIDEWALK,2,4,,2015,1,37.730482,-122.391831,POINT (-122.391815 37.730476),86,2,9,1,161,,,86
11661,320 10TH ST,Spectrum Auto Body,10TH,SIDEWALK,1,2,,2003,0,37.772322,-122.412609,POINT (-122.4126 37.772316),32,1,10,34,35,,,32
13486,400 Paris,Hilda's Mart & Bake Shop,Paris,SIDEWALK,4,8,,2020,3,,,POINT (-122.43452 37.722225),90,9,1,7,157,,,90
12120,425 CALIFORNIA ST,Chase Building,CALIFORNIA,SIDEWALK,3,6,,2011,12,37.792791,-122.40134,POINT (-122.40133 37.792786),108,6,3,8,43,,,108
9919,485 GUERRERO ST,Washateria,GUERRERO,SIDEWALK,2,4,,2015,8,37.763413,-122.423846,POINT (-122.423836 37.76341),37,3,5,20,178,,,37
12095,3699 17th Street,Relive SPA,17TH,SIDEWALK,1,2,,2017,5,37.762824,-122.428462,POINT (-122.42845 37.762817),37,3,5,5,162,,,37
8874,180 Steuart Street,U.S Post Office,Steuart Street,SIDEWALK,1,2,,2018,4,0,0,POINT (-122.392235 37.792244),108,1,10,8,25,,,108
10832,1728 Ocean Ave,UPS Store,OCEAN,SIDEWALK,1,2,,2017,5,37.724815,-122.460197,POINT (-122.46018 37.72481),71,10,8,41,106,13,,71
9246,1555 Clement St,Brewcraft,CLEMENT,SIDEWALK,1,2,,2017,5,37.782361,-122.475817,POINT (-122.47581 37.782356),5,8,4,29,57,,,5
10684,735 COLUMBUS AVE,Graffeo Coffee Roasting Company,COLUMBUS,SIDEWALK,1,2,,2013,3,37.801358,-122.41202,POINT (-122.41201 37.801353),107,6,3,6,16,,,107
12230,3625 BALBOA ST,Hockey Haven,BALBOA,SIDEWALK,1,2,,2014,7,37.77544,-122.497788,POINT (-122.49777 37.775436),8,8,4,29,27,,,8
10346,201 VAN NESS AVE,Davies Symphony Hall,VAN NESS,SIDEWALK,2,4,,2010,9,37.777436,-122.419981,POINT (-122.41997 37.77743),21,4,11,9,70,8,,21
11893,1 POLK ST,"Beer Hall, The",POLK,SIDEWALK,2,4,,2013,11,37.776677,-122.418161,POINT (-122.418144 37.776672),21,4,10,36,132,8,1,21
12294,547 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,2003,0,37.771873,-122.431199,POINT (-122.43118 37.77187),26,4,11,9,137,,,26
12036,521 Cortland,Little Bee Baking,CORTLAND,SIDEWALK,1,2,,2016,10,37.739117,-122.416372,POINT (-122.41636 37.739113),83,9,2,2,160,,,83
11309,1791 CHURCH ST,Minami Beauty Salon,CHURCH,SIDEWALK,1,2,,2015,1,37.742423,-122.42636,POINT (-122.426346 37.742416),84,9,5,22,174,,,84
14389,1001 Chestnut Street,,Chestnut Street,SIDEWALK,1,2,,2021,12,,,POINT (-122.41998 37.802902),107,6,6,32,23,,,107
9928,1301 GREAT HWY,INTERSECTION LOCATION,JUDAH,SIDEWALK,1,2,,2011,11,37.761362,-122.509368,POINT (-122.50935 37.761356),39,10,7,35,147,,,39
12315,1112 IRVING ST,Mai Ling Hair Salon,IRVING,SIDEWALK,1,2,,2002,0,37.764021,-122.469904,POINT (-122.46989 37.764015),109,10,11,14,151,,,109
12739,1204 MASON,,MASON,SIDEWALK,1,2,,2019,12,37.79464494,-122.41137734,POINT (-122.41136 37.79464),16,6,3,6,12,,,16
10549,117 DIAMOND ST,Marin Preparatory School,DIAMOND,SIDEWALK,2,4,,2004,0,37.760119,-122.436786,POINT (-122.436775 37.760113),38,3,5,5,171,,,38
8898,1899 Irving Street,Lucca Foods,Irving Street,SIDEWALK,1,2,,2017,7,0,0,POINT (-122.479065 37.763393),39,10,7,35,62,,,39
12494,141 11th Street,Aikido Suginami Aikikai,11th Street,SIDEWALK,1,2,,2019,12,37.77379161,-122.4164164,POINT (-122.416405 37.77379),32,1,10,34,181,,1,32
11444,3320 24TH ST,Cafe La Boheme,24TH,SIDEWALK,1,2,,2004,0,37.752394,-122.41879,POINT (-122.41878 37.752388),53,3,2,20,87,,,53
9370,550 WASHINGTON ST,UNKNOWN,WASHINGTON,SIDEWALK,1,2,,2004,0,37.795733,-122.402677,POINT (-122.402664 37.795727),106,6,3,6,55,,,106
9996,1533 SLOAT BLVD,Lakeshore Plaza Shopping Center and  Big 5 Sporting Goods,SLOAT,PARCEL,1,2,,0,0,37.732935,-122.490724,POINT (-122.49071 37.73293),43,10,8,35,105,,,43
11442,2420 SUTTER ST,UCSF Mount Zion,SUTTER,GARAGE,15,30,,2012,0,37.785438,-122.440577,POINT (-122.44057 37.785435),103,8,6,30,5,,,103
9669,744 IRVING ST,Starbucks,IRVING,SIDEWALK,1,2,,2015,1,37.764287,-122.466012,POINT (-122.465996 37.764282),109,10,11,14,151,,,109
13501,4726 Mission Street,Cumaica Coffee,Mission Street,SIDEWALK,2,4,,2020,3,,,POINT (-122.43638 37.722584),90,9,1,7,157,,,90
9172,4826 MISSION ST,Doctor's Lounge,MISSION,SIDEWALK,1,2,,2013,4,37.720965,-122.437893,POINT (-122.43788 37.72096),80,9,1,28,122,,,80
12623,554 Fillmore Street,Church of 8 Wheels,Fillmore Street,SIDEWALK,2,4,,2019,12,37.77447694,-122.4309155,POINT (-122.4309 37.77447),26,4,11,9,72,,,26
8561,2101 Irving Street,22nd Avenue Market,Irving Street,SIDEWALK,3,6,,2017,7,0,0,POINT (-122.48053 37.76316),39,10,7,35,62,,,39
11994,5265 03rd Streeet,Cutz & Blendz,03RD,SIDEWALK,2,4,,2017,2,37.729798,-122.392286,POINT (-122.39227 37.729794),86,2,9,1,161,,,86
9106,2929 24TH ST,Live Fit Gym,24TH,SIDEWALK,1,2,,2003,0,37.752472,-122.410612,POINT (-122.4106 37.75247),53,3,2,20,194,,,53
9994,3050 TARAVAL ST,Vanida Thai Kitchen restaurant,TARAVAL,SIDEWALK,1,2,,2010,10,37.742266,-122.499003,POINT (-122.49899 37.74226),39,10,7,35,144,,,39
14296,160 15th Street,Design Within Reach,15th Street,SIDEWALK,2,4,,2021,7,,,POINT (-122.4024 37.7674),33,1,9,4,68,,,33
9727,1125 VALENCIA ST,CCSF Mission Campus,VALENCIA,SIDEWALK,1,2,,2010,0,37.754842,-122.420291,POINT (-122.42028 37.754837),53,3,2,20,87,,,53
8825,3458 Mission Street,Universal Panaderia Bakery,Mission Street,SIDEWALK,1,2,,2018,4,0,0,POINT (-122.42294 37.741386),83,9,2,2,188,,,83
12779,288 Golden Gate Ave,Himalayan Pizza & Momo,Golden Gate Ave,SIDEWALK,1,2,,2019,12,37.78168965,-122.41529309,POINT (-122.41528 37.781685),20,5,10,36,51,6,1,20
10536,952 Mission St,Barbary Coast SF,MISSION,SIDEWALK,2,4,,2016,8,37.781855,-122.407712,POINT (-122.4077 37.78185),32,1,10,34,181,7,1,32
12019,659 COLUMBUS AVE,UNKNOWN,COLUMBUS,SIDEWALK,1,2,,2005,0,37.800887,-122.411403,POINT (-122.41139 37.80088),107,6,3,6,16,,,107
9419,1560 POWELL ST,UNKNOWN,POWELL,SIDEWALK,1,2,,2006,0,37.799205,-122.410392,POINT (-122.41038 37.7992),106,6,3,6,16,,,106
10082,431 2nd st.,G Food truck lounge,02ND,SIDEWALK,1,2,,2016,8,37.783943,-122.394578,POINT (-122.39456 37.78394),30,1,10,8,25,3,,30
11045,1428 HAIGHT ST,Squat & Gobble,HAIGHT,SIDEWALK,1,2,,2002,0,37.770361,-122.445953,POINT (-122.44594 37.770355),25,7,11,3,91,,,25
10716,2324 CHESTNUT ST,Crunch Fitness,CHESTNUT,SIDEWALK,1,2,,0,0,37.78817,-122.4009,POINT (-122.40089 37.788166),108,6,10,8,25,4,,108
10214,3692 18TH ST,Bi-Rite Creamery,18TH,ROADWAY,7,14,,2011,12,37.761581,-122.425702,POINT (-122.42569 37.761578),37,3,5,20,76,,,37
11161,498 SANCHEZ ST,Samovar Tea Lounge,18TH,SIDEWALK,1,2,,2004,0,37.761256,-122.430834,POINT (-122.430824 37.76125),38,3,5,5,162,,,38
14164,1215 Hyde st,,Hyde st,SIDEWALK,1,2,,2021,3,,,POINT (-122.4176 37.79215),16,6,3,21,44,,,16
11614,215 FREMONT ST,Supercuts,FREMONT,SIDEWALK,1,2,,2010,11,37.789134,-122.394286,POINT (-122.39427 37.789127),32,1,10,8,25,3,,32
12421,3595 CALIFORNIA ST,Starbucks,CALIFORNIA,SIDEWALK,1,2,,2010,0,37.786035,-122.453138,POINT (-122.453125 37.78603),11,8,6,31,77,,,11
10800,519 POWELL ST,Cozy Cable Car Cafe,POWELL,SIDEWALK,2,4,,2013,7,37.789434,-122.40888,POINT (-122.40887 37.78943),19,6,3,21,10,5,,19
10287,5 LENOX WAY,West Portal Elementary School and GLO,CLAREMONT,PARCEL,4,8,,0,0,37.742869,-122.464336,POINT (-122.464325 37.742863),46,10,8,41,149,,,46
11116,1320 SUTTER ST,UNKNOWN,SUTTER,SIDEWALK,1,2,,2003,0,37.787736,-122.422296,POINT (-122.42228 37.78773),100,4,6,39,6,,,100
8792,647 Chenery Street,Glen Park Montessori School,Chenery Street,SIDEWALK,1,2,,2017,10,0,0,POINT (-122.43276 37.734478),96,9,5,10,172,,,96
11908,1816 HAIGHT ST,Shaxul Records,HAIGHT,SIDEWALK,1,2,,2006,0,37.769555,-122.452277,POINT (-122.45226 37.76955),25,7,11,3,91,,,25
12142,735 MARKET ST,Golfsmith,MARKET,SIDEWALK,1,2,,2004,0,37.786553,-122.404079,POINT (-122.40407 37.78655),32,5,10,8,25,4,,32
14123,1700 Haight Street,,Haight Street,SIDEWALK,2,4,,2021,2,,,POINT (-122.45026 37.769585),25,7,11,3,91,,,25
14402,1449 Mission Street,,Mission Street,SIDEWALK,3,6,,2021,12,,,POINT (-122.41651 37.77479),32,1,10,34,181,7,1,32
13514,303 2nd Street,Red Dog/Lee's deli/Rooster & Rice/food trucks,2nd Street,SIDEWALK,4,8,,2020,3,,,POINT (-122.46012 37.782906),5,8,4,11,98,,,5
12123,621 HOWARD ST,Health Haven,HOWARD,SIDEWALK,1,2,,2010,0,37.786038,-122.398543,POINT (-122.39853 37.786034),32,1,10,8,25,4,,32
9987,5112 03RD ST,AA Photography,03RD,SIDEWALK,1,2,,2013,7,37.732196,-122.391949,POINT (-122.39194 37.732193),87,2,9,1,139,,,87
12218,916 KEARNY,Cafe Zoetrope,KEARNY,SIDEWALK,1,2,,0,0,37.79653,-122.405008,POINT (-122.40499 37.796524),106,6,3,6,55,,,106
8925,1940 Taraval Street,Parkside Tavern,Taraval Street,SIDEWALK,2,4,,2018,3,0,0,POINT (-122.48712 37.74279),40,10,7,35,30,,,40
12258,1490 03RD ST,UCSF,03RD,SIDEWALK,3,3,,2004,0,37.770141,-122.389858,POINT (-122.38985 37.770138),34,1,10,4,68,,,34
11133,3000 20TH ST,Central Kitchen,20TH,ROADWAY,5,10,,2013,6,37.75932,-122.411269,POINT (-122.411255 37.759315),53,3,2,20,169,,,53
10151,1296 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,2005,0,37.770594,-122.443357,POINT (-122.443344 37.770588),112,7,11,3,91,,,112
9851,373 WEST PORTAL AVE,Healthy Pets,WEST PORTAL,SIDEWALK,1,2,,2012,8,37.73688,-122.469876,POINT (-122.469864 37.736874),46,10,8,41,149,,,46
12374,1331 POLK ST,Chai Yo Thai Restaurant,POLK,SIDEWALK,1,2,,2004,0,37.789241,-122.42064,POINT (-122.42062 37.789234),50,4,3,21,44,10,,50
9680,444 BATTERY ST,LiveNation Punch Line Comedy Club,BATTERY,SIDEWALK,1,2,,2010,0,37.795509,-122.399931,POINT (-122.39992 37.795506),108,6,3,8,22,,,108
10300,1453 MISSION ST,California Institute of Integral Studies,MISSION,SIDEWALK,1,2,,0,0,37.774578,-122.416165,POINT (-122.41615 37.774574),32,1,10,34,181,7,1,32
8839,1284 Mission Street,Re-Leaf Herbal,Mission Street,SIDEWALK,1,1,,2017,9,0,0,POINT (-122.414665 37.77655),32,5,10,34,181,7,1,32
11348,917 BRYANT ST,Studio For Urban Projects,BRYANT,SIDEWALK,1,2,,2013,1,37.773794,-122.404922,POINT (-122.40491 37.77379),33,1,10,34,179,,,33
10999,1335 FULTON ST,Candybar,FULTON,SIDEWALK,1,2,,2010,0,37.776533,-122.438817,POINT (-122.438805 37.776527),24,7,11,9,1,,,24
12287,None,Caltrain,IOWA,SIDEWALK,3,6,,0,0,37.757405,-122.392357,POINT (-122.39234 37.7574),54,2,9,26,167,14,,54
10620,3464 19TH ST,Lexington Club,19TH,SIDEWALK,1,2,,2004,0,37.760339,-122.420787,POINT (-122.42078 37.760334),53,3,2,20,177,,,53
11642,247 FILLMORE ST,Metro Cafe,FILLMORE,SIDEWALK,1,2,,2000,0,37.771845,-122.430646,POINT (-122.43063 37.77184),26,4,11,9,137,,,26
12102,50 BEALE ST,Blue Shield of California and UCSF,BEALE,SIDEWALK,2,4,,2013,9,37.791234,-122.396444,POINT (-122.39643 37.79123),108,6,10,8,25,3,,108
9616,1570 07TH AVE,Garden for the Environment,07TH,SIDEWALK,5,10,,2011,6,37.759106,-122.46356,POINT (-122.46355 37.7591),109,7,8,14,116,,,109
10752,2751 MISSION ST,Artillery Apparel Gallery,MISSION,SIDEWALK,1,2,,2011,3,37.753058,-122.418151,POINT (-122.41814 37.75305),53,3,2,20,87,,,53
9717,944 FOLSOM ST,Boyd Lighting,FOLSOM,SIDEWALK,1,2,,2004,0,37.77967,-122.404652,POINT (-122.40464 37.779667),32,1,10,34,35,7,,32
11512,2062 Divisadero St,The Lion Pub,DIVISADERO,SIDEWALK,2,4,,2016,7,37.788666,-122.440423,POINT (-122.44041 37.788662),102,4,6,30,7,,,102
11774,2700 16TH ST,Dear Mom,HARRISON,ROADWAY,9,18,,2013,1,37.765694,-122.413508,POINT (-122.4135 37.76569),53,3,2,20,180,,,53
12302,601 DIVISADERO ST,Bean Bag Cafe,DIVISADERO,SIDEWALK,1,2,,2002,0,37.775149,-122.438029,POINT (-122.43802 37.775143),24,7,11,9,1,,,24
9809,2876 CALIFORNIA ST,The Mindful Body,CALIFORNIA,SIDEWALK,1,2,,2003,0,37.788158,-122.441748,POINT (-122.441734 37.788155),102,8,6,30,7,,,102
12517,447 Irving,Yubalance,Irving,SIDEWALK,2,4,,2019,12,37.76419426,-122.46253946,POINT (-122.462524 37.76419),109,7,11,14,116,,,109
9594,1398 HAIGHT ST,Magnolia Brewery,HAIGHT,ROADWAY,3,6,,2014,5,37.770398,-122.445117,POINT (-122.44511 37.770393),25,7,11,3,91,,,25
12683,4547 18th Street,,18th Street,SIDEWALK,1,2,,2019,12,37.76055148,-122.44041713,POINT (-122.44041 37.760548),115,3,5,5,134,,,115
10447,2116 IRVING ST,Quickly,IRVING,SIDEWALK,1,2,,2003,0,37.763565,-122.480664,POINT (-122.48065 37.76356),39,10,7,35,62,,,39
10315,4468 MISSION ST,Excelsior Senior and Teen Center,MISSION,SIDEWALK,1,2,,2010,10,37.72633,-122.433904,POINT (-122.43389 37.726326),94,9,1,28,186,,,94
8505,345 09th Street,Cole Hardware,09th Street,SIDEWALK,1,2,,2018,8,0,0,POINT (-122.41067 37.773415),32,1,10,34,35,,,32
11725,1474 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,2004,0,37.77006,-122.44661,POINT (-122.446594 37.770054),25,7,11,3,91,,,25
11280,880 HARRISON ST,Project 880,HARRISON,SIDEWALK,2,4,,2013,1,37.779608,-122.401669,POINT (-122.40166 37.779602),32,1,10,34,36,4,,32
8814,5036 Geary Blvd,Geary Dance,Geary Blvd,SIDEWALK,2,4,,2017,9,0,0,POINT (-122.473564 37.780903),5,8,4,29,57,,,5
11578,717 MONTEREY BLVD,Big Joe's Broiler 2,MONTEREY,SIDEWALK,1,2,,2010,0,37.731242,-122.451583,POINT (-122.45157 37.731236),95,9,8,41,100,,,95
11957,342 09TH ST,Nomadic Arts Home Furnishings,09TH,SIDEWALK,2,4,,0,0,37.773115,-122.411245,POINT (-122.41123 37.77311),32,1,10,34,35,,,32
8914,1969  Union Street,Golden Lotuc,Union Street,SIDEWALK,1,2,,2018,1,0,0,POINT (-122.431625 37.79734),15,4,6,13,81,,,15
9929,255 3RD ST,Moscone Center,03RD,GARAGE,19,38,,0,0,37.78462,-122.399471,POINT (-122.39946 37.784615),32,1,10,8,25,4,,32
9272,450 Sansome St,Umpqua Bank,SANSOME,SIDEWALK,2,4,,2016,8,37.79445,-122.401321,POINT (-122.401306 37.794445),108,6,3,6,55,,,108
9199,949 WASHINGTON ST,Commodore Stockton CDC,WASHINGTON,SIDEWALK,1,2,,2013,3,37.794827,-122.409042,POINT (-122.40903 37.794823),104,6,3,6,12,,,104
9487,398 DOLORES ST,Maxfield's House of Coffee,DOLORES,SIDEWALK,1,2,,2004,0,37.76315,-122.426616,POINT (-122.426605 37.763145),37,3,5,5,88,,,37
12385,655 PRESIDIO AVE,SF Fire Museum,PRESIDIO,SIDEWALK,1,2,,2015,10,37.785781,-122.446592,POINT (-122.44658 37.785774),11,8,6,31,77,,,11
9506,512 DIVISADERO ST,SF Hardware,DIVISADERO,SIDEWALK,1,2,,2004,0,37.774359,-122.437317,POINT (-122.4373 37.774353),23,4,11,9,1,,,23
8660,198 Gough Street,20th century cafe,Gough Street,SIDEWALK,2,4,,2018,9,0,0,POINT (-122.42234 37.774864),21,4,11,9,37,,,21
9470,542 DIVISADERO ST,Bi Rite Market,DIVISADERO,SIDEWALK,1,2,,2013,6,37.774699,-122.437387,POINT (-122.43737 37.774693),23,4,11,9,1,,,23
11678,699 VALENCIA ST,Taqueria El Buen Sabor,VALENCIA,SIDEWALK,1,2,,0,0,37.761834,-122.421469,POINT (-122.421455 37.76183),53,3,2,20,177,,,53
8585,1040 Polk Street,Kuma Sushi + Sake,Polk Street,SIDEWALK,1,2,,2018,7,0,0,POINT (-122.419624 37.7866),50,4,10,36,101,10,,50
14255,1098 Jackson,,Jackson,SIDEWALK,1,2,,2021,7,,,POINT (-122.41309 37.79521),16,6,3,21,46,,,16
12155,3086 24TH ST,Haus Coffee,24TH,SIDEWALK,1,2,,2013,9,37.752707,-122.413691,POINT (-122.41368 37.7527),53,3,2,20,166,,,53
9178,657 MISSION ST,GLBT Historical Society,MISSION,SIDEWALK,1,2,,2002,0,37.786705,-122.400827,POINT (-122.40081 37.7867),32,1,10,8,25,4,,32
12534,1530 43rd Avenue,Francis Scott Key Elementary School,43rd Avenue,SIDEWALK,3,6,,2019,12,37.75805719,-122.50252608,POINT (-122.50251 37.758053),39,10,7,35,104,,,39
12255,3315 20TH ST,Moxie Yoga,22ND,SIDEWALK,2,4,,2013,9,37.758734,-122.415017,POINT (-122.415 37.758728),53,3,2,20,169,,,53
13912,26 Clement St,Yubalance,Clement St,SIDEWALK,1,2,,2020,12,,,POINT (-122.45933 37.783176),5,8,4,11,98,,,5
13971,227 7th St,,,SIDEWALK,2,4,,2020,9,,,POINT (-122.408875 37.77756),32,1,10,34,35,,,32
9156,1706 CHURCH ST,Drewes Meats,CHURCH,SIDEWALK,1,2,,2015,1,37.743465,-122.426977,POINT (-122.42696 37.74346),84,9,5,22,174,,,84
10432,1600 GUERRERO ST,New Alternatives Cafe,GUERRERO,SIDEWALK,1,2,,2012,10,37.74543,-122.422508,POINT (-122.42249 37.745426),84,9,5,22,174,,,84
8797,4120 Irving Street,Avenues Dry Goods,Irving Street,SIDEWALK,1,2,,2017,7,0,0,POINT (-122.50205 37.7626),39,10,7,35,104,,,39
8707,1369 Filbert Street,Mr.,Filbert Street,SIDEWALK,1,2,,2018,9,0,0,POINT (-122.42196 37.799488),107,4,6,32,15,,,107
10833,501 DOLORES ST,Dolores Park Cafe,DOLORES,SIDEWALK,2,4,,2000,0,37.761315,-122.425698,POINT (-122.42568 37.76131),37,3,5,20,76,,,37
10410,33 03RD ST,Office Depot,03RD,SIDEWALK,1,2,,2013,1,37.787168,-122.402388,POINT (-122.402374 37.787163),32,6,10,8,25,4,,32
9609,398 Jefferson Street,The Wharf Store,JEFFERSON,SIDEWALK,3,6,,2015,10,37.807877,-122.419051,POINT (-122.41904 37.807873),99,6,3,23,24,2,,99
10036,4004 03RD ST,Sam Jordan's Restaurant,03RD,SIDEWALK,1,2,,2016,5,37.741118,-122.388588,POINT (-122.38857 37.74111),86,2,9,1,21,,,86
10967,2255 POLK ST,Woods Polk Station,POLK,SIDEWALK,1,2,,2015,1,37.797691,-122.422343,POINT (-122.42233 37.797688),105,4,3,32,15,,,105
13567,1270 Pine St,,Pine St,SIDEWALK,2,4,,2020,5,,,POINT (-122.41665 37.790115),50,6,3,21,44,,,50
8665,949 Presidio Avenue,SFMTA,Presidio Avenue,SIDEWALK,3,6,,2018,4,0,0,POINT (-122.44612 37.783054),11,8,6,31,77,,,11
12719,58 Clayton St.,,Clayton St.,SIDEWALK,1,2,,2019,12,37.77486422,-122.44958965,POINT (-122.44958 37.77486),24,7,11,18,71,,,24
9054,155 SOUTH PARK,The Butler & The Chef,SOUTH PARK AVE,ROADWAY,6,12,,2010,12,37.780893,-122.394201,POINT (-122.39419 37.780888),31,1,10,8,25,,,31
10950,49 STEVENSON ST,Yank Sing restaurant,STEVENSON,SIDEWALK,1,2,,2015,7,37.789712,-122.399413,POINT (-122.3994 37.789707),108,6,10,8,25,,,108
11097,3261 23RD ST,Mission Presbyterian Church,23RD,SIDEWALK,2,4,,2013,9,37.753656,-122.417696,POINT (-122.41768 37.75365),53,3,2,20,87,,,53
9804,None,Lincoln Park playground,CLEMENT,SIDEWALK,1,2,,2011,6,37.782095,-122.493587,POINT (-122.493576 37.78209),7,8,4,17,49,,,7
8533,957 Hayes Street,Apartment/Residential,Hayes Street,SIDEWALK,1,2,,2018,6,0,0,POINT (-122.43204 37.775433),23,4,11,9,72,,,23
